SeAt No.,PHY101,MTH101,CHM101,ENG101,ECC101,COM100,ECC102,ECC104,ENG102,MTH102,PHY102,MTH113,MTH251,MTH201,ECC201,ECC203,ECC205,ENG201,ECC215,ECC002,COM339,COM382,ECC301,ECC003,ECC341,MTH323,ECC317,COM333,COM360,COM344,ECC302,ECC303,ECC417,ECC403,ECC426,ECC421,ECC412,ECC413,ECC415,COM490,COM491,CGPA
CS-97522,DC,DC,CB,CC,CB,CC,BB,DC,BB,CC,DC,CB,DC,FD,DD,CC,DD,DD,DD,CC,DC,CC,DC,DC,FD,BB,DD,FF,BB,BB,DC,CC,DD,DC,BA,DC,FD,CC,CB,DC,DC,1.863
CS-97523,CC,BA,BB,BA,CC,BB,CC,DC,CC,CB,CC,BB,CC,DC,CC,DC,BB,DD,CC,DC,CC,CC,DC,DD,FD,DD,FD,FD,BB,CB,DC,CC,DC,FD,BA,FD,FD,DC,CC,DC,FD,1.806
CS-97524,CB,DD,AA,BA,CB,AA,BB,DD,BB,CC,DD,CC,DD,DC,CC,BB,DD,CC,DC,DC,CC,BB,CC,DC,DC,BB,BB,DD,DD,BB,CB,CC,CC,CB,AA,CC,DC,BB,BB,DC,CC,2.328
CS-97525,CB,BA,AA,AA,CC,BB,AA,BA,BB,DC,DC,BB,CB,DC,CC,BB,CB,CB,DD,CC,CB,BB,CB,DD,FD,DC,CB,BB,DC,BB,BA,BB,BB,CC,BB,DC,DC,BB,BA,CB,CC,2.576
CS-97526,CC,BA,AA,CC,CC,CB,CC,AA,CB,AA,DC,CC,CC,BB,AA,CB,BA,CC,AA,CC,AA,BB,BA,BB,DC,CB,BA,CB,BA,BB,BB,CC,BA,CB,AA,CB,BB,CC,CC,DC,BB,2.941
CS-97527,BB,CC,BA,CC,CB,BB,CB,DD,CB,CC,CB,CC,BA,CC,DC,CB,BB,DD,BA,CC,CC,BB,BB,DC,CC,BB,BB,CC,BB,BB,CB,CB,BB,CB,BB,CC,DC,CC,BB,BB,BB,2.659
CS-97528,DC,DD,BB,BB,DC,CB,CC,BB,CC,BB,BA,BB,DD,CC,BB,DD,DC,DD,CC,CB,DC,CB,DD,DC,FD,DD,DD,CC,CC,CC,BB,DC,BB,DD,AA,FD,DC,DD,CC,DC,FD,1.957
CS-97529,AA,BB,AA,AA,BA,AA,AA,AA,AA,AA,AA,CC,AA,BA,BA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BA,AA,BB,AA,BB,AA,AA,AA,BB,BA,BB,BA,3.734
CS-97530,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BA,AA,AA,AA,BA,AA,BA,AA,AA,AA,AA,AA,BB,BB,AA,AA,3.876
CS-97531,AA,AA,AA,BA,BA,AA,BA,AA,AA,BB,AA,BA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BA,AA,BA,AA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,3.942
CS-97532,AA,CC,AA,BA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BA,BA,BA,BA,BA,BB,CB,AA,BB,BB,BB,BB,AA,BB,BA,AA,AA,BB,BA,BB,AA,AA,BA,BB,BB,CC,BB,3.566
CS-97533,BB,CC,AA,BB,BA,AA,BB,DC,BB,CB,BB,BB,DC,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,CC,CC,CC,BB,BB,BA,BB,AA,BB,BB,CB,AA,BB,CC,BB,BA,DC,CC,3.068
CS-97534,BA,BB,AA,BA,AA,AA,AA,AA,AA,AA,AA,BB,BA,BB,BA,AA,AA,BA,AA,BB,BB,AA,AA,BA,BA,BB,AA,BB,AA,BA,AA,BA,AA,BB,AA,BA,BA,CC,BB,CB,BB,3.679
CS-97535,CB,CB,AA,AA,BA,AA,BA,BB,BB,BB,BB,BA,CC,BB,BB,AA,BA,BA,CC,BB,BB,BB,BB,BB,CC,BB,BA,BB,BB,BA,AA,BB,BB,BB,AA,BB,BB,BB,BA,BB,BB,3.369
CS-97536,BA,CB,AA,BA,BA,AA,BA,CB,BB,BB,BB,BB,BB,BB,CB,BA,BB,BA,BB,BA,BB,BA,BB,BB,CB,BB,BA,BB,AA,BA,BB,BB,BA,CC,AA,AA,BB,CB,BA,CC,BB,3.365
CS-97537,AA,CC,AA,CB,BA,AA,CC,BB,BB,BB,BB,BB,BB,BA,BA,AA,BA,BA,BB,BB,BB,BA,AA,BB,CB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BA,AA,AA,BB,BB,BB,BA,3.504
CS-97538,AA,CC,AA,BA,AA,AA,BB,BA,BB,CC,CC,BB,AA,AA,BB,BA,BB,BA,CC,BA,BB,BB,AA,CB,CB,BB,AA,CB,CC,BB,BA,BB,AA,BB,AA,BA,BB,BB,BB,BB,BB,3.386
CS-97539,BA,CC,AA,BA,AA,BB,BA,CB,AA,BB,BA,BB,BB,BA,BA,BA,BB,BA,CB,BB,BB,BA,BA,BB,DC,BA,AA,BB,BA,AA,AA,BA,BB,BA,AA,BB,AA,BB,BA,BA,BA,3.499
CS-97540,AA,CC,AA,BB,BB,BA,BB,BB,BB,BB,BA,BB,BB,BB,BB,BA,BB,BB,CC,BB,CB,AA,BB,BA,BB,BA,AA,BB,BB,BB,AA,BB,BA,AA,AA,BA,BB,BB,BA,CB,BA,3.452
CS-97541,AA,BB,AA,BB,AA,AA,BB,CC,BA,BB,BB,BB,BB,AA,AA,AA,BA,AA,AA,AA,BB,AA,AA,AA,AA,BA,AA,AA,AA,BB,AA,BA,AA,AA,AA,AA,AA,BB,BA,BB,AA,3.765
CS-97542,BA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BA,BB,BB,BA,AA,AA,AA,BB,BA,BB,BB,BA,AA,AA,BB,BA,AA,BB,BA,BB,AA,AA,AA,AA,BA,BA,BB,BB,AA,BB,BA,3.696
CS-97543,AA,BA,AA,BA,AA,AA,BA,BB,AA,AA,BA,BA,CB,AA,AA,AA,AA,AA,AA,BA,BB,AA,AA,AA,BB,BA,BA,BB,AA,AA,AA,BA,AA,BA,AA,AA,AA,BB,AA,BA,AA,3.816
CS-97544,AA,BB,AA,BA,BA,AA,BB,BB,BB,CB,AA,BB,BB,BB,AA,AA,BA,AA,CB,BB,BB,AA,AA,BA,BB,BA,FF,BB,AA,BB,AA,BB,AA,,,FF,FF,,,,FF,3.607
CS-97545,BA,DC,AA,AA,BB,BB,BA,AA,BA,CC,CB,BB,DC,CC,BB,BB,CC,CC,CC,BA,CC,BB,BB,BB,BB,BB,BB,CC,DC,BB,AA,BB,BB,BB,BB,BB,CB,BB,BA,CC,BB,3.029
CS-97546,BB,BB,AA,AA,BA,BA,BA,DD,BA,CB,BB,BB,CC,CC,BB,BA,BB,CC,CC,BB,CC,BB,AA,BB,BB,CB,BB,CB,CC,BB,BA,BB,CC,BB,AA,BB,BB,CC,BB,DC,BB,3.068
CS-97547,BB,DD,AA,BB,BB,BA,CB,DD,BB,CC,DD,BB,CC,CC,BA,BA,BB,BB,CC,BB,CC,BA,AA,CB,CC,BB,BB,BB,CB,BB,BA,BB,BB,BB,AA,BB,BB,BB,BB,CC,BB,3.019
CS-97548,CB,CC,BA,BB,DC,BB,CC,DD,CB,DC,DC,BB,CC,DD,DC,BB,DD,DD,BB,DC,DD,CC,DC,DC,CB,DC,CC,DC,DC,BB,DC,BB,DD,CB,BA,CC,DC,CB,CB,CC,CC,2.146
CS-97549,AA,AA,AA,AA,CC,AA,BB,CC,BB,BB,CC,BB,AA,CB,BB,BA,CB,CC,CC,BB,CC,BA,AA,CB,CC,BB,BB,CB,BB,BA,BB,BA,BA,BB,BB,BB,CB,BA,AA,CC,BB,3.182
CS-97550,BA,CC,AA,AA,BB,BB,CB,DC,CB,CC,CB,DC,AA,BB,BB,BB,CC,CB,DC,CB,CC,BB,BB,BB,DD,CC,BB,CC,AA,BB,CC,BB,BB,CB,AA,BB,CB,BB,BB,CB,CB,2.86
CS-97551,CB,BB,AA,CC,AA,BA,DC,BA,DD,DD,AA,CB,BB,AA,AA,CC,BB,BB,CC,DC,CB,DD,DC,DC,BB,FD,AA,CC,CB,DD,CC,FD,AA,CC,BB,CB,CC,DC,CC,FD,FD,2.359
CS-97552,AA,CB,AA,BB,AA,AA,BB,BB,AA,BA,BA,BB,BA,BB,BB,BB,BA,BA,BA,BB,BB,BB,BB,CC,BB,CC,BB,CC,AA,CB,AA,BB,AA,CB,AA,CC,BB,CC,CB,CC,CB,3.218
CS-97553,CB,CC,AA,BB,DC,AA,BB,CC,BB,BB,DC,BB,BB,BB,CC,BB,DC,CC,DD,DC,CC,BB,BB,DD,BB,DD,CC,AA,CC,BB,BB,CC,BB,CC,BB,FD,DC,DC,BB,DD,DC,2.406
CS-97554,AA,BB,AA,CC,AA,AA,BA,AA,CB,BB,BB,BB,BB,BB,BA,BB,BA,AA,BB,BA,BA,BB,BB,BB,CC,BB,BA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,CC,BA,BB,BA,3.491
CS-97555,BB,DC,AA,CC,BB,BA,BB,CC,BB,BB,BB,BB,BB,BB,CC,BB,BB,CC,DC,CC,CC,CC,BB,CC,DC,CC,BA,CC,BB,BB,AA,BB,BA,CC,AA,BB,BB,BB,BB,DC,BB,2.88
CS-97556,CB,CC,AA,CB,DC,BB,BB,CB,DC,BB,DC,BB,AA,CC,DC,CC,DC,DD,BB,DC,CC,DD,DC,FD,DD,CC,DD,BB,DC,CC,CC,CC,DC,DC,BB,DC,CC,CB,BB,DC,CB,2.206
CS-97557,AA,BB,AA,AA,AA,BB,BA,BB,BA,AA,BB,BB,BA,CC,AA,AA,AA,AA,BA,BB,BA,BB,BB,AA,BB,CB,AA,BB,AA,BA,AA,BA,AA,BA,AA,BB,AA,BB,AA,BB,AA,3.624
CS-97558,BB,CC,BB,BA,CB,BB,BB,CC,BB,AA,CC,BB,BA,FD,BB,CC,CB,DC,DC,CB,DC,BB,CC,DC,FD,CB,DC,CC,CC,BA,DC,CB,CC,CC,BA,CC,CC,DC,BB,DC,CC,2.429
CS-97559,BA,CB,AA,AA,BA,AA,BB,BA,BB,AA,CB,BB,CC,BB,CB,BA,BA,BB,CB,BB,BA,BB,BB,CC,BB,CB,BB,CC,BA,BB,AA,BB,BA,BB,AA,BB,CC,DD,BA,DC,CC,3.172
CS-97560,BA,CC,AA,BB,BB,BA,CC,DD,BB,BA,BA,BB,CB,BB,BB,BB,BB,BA,CC,BB,CB,BB,BB,BB,BB,CB,BB,CB,AA,BB,BB,BA,AA,CB,AA,BA,AA,CC,BB,BB,BA,3.226
CS-97561,BB,DC,AA,DC,CC,BA,DC,CC,CC,BB,CC,BB,BB,BA,CC,BB,CB,BB,AA,DC,BB,CC,CB,DD,BB,DD,BB,CC,CC,DD,CB,FD,BB,CC,BB,DC,DC,FD,CC,DD,DC,2.37
CS-97562,CB,BB,BA,BB,CB,BB,BA,AA,BB,BB,CC,BB,CB,BB,CB,BA,CC,BB,AA,CC,AA,CB,CC,CC,DD,DD,BB,CC,CB,BB,AA,BB,BB,CB,BB,DC,CC,CB,BB,CC,CC,2.828
CS-97563,BB,BB,AA,CC,BB,BB,BB,DC,BB,BB,CB,CC,DC,CC,BB,CC,CC,CB,CC,BB,CC,CB,BB,CC,CC,CB,BA,CC,BB,CC,AA,CB,BA,BB,BB,BB,BB,CC,BA,DC,CC,2.821
CS-97564,BA,BB,AA,DC,BB,BA,CC,AA,CC,CC,BB,BB,BB,BB,CC,BB,BB,AA,DC,BB,CC,CC,BB,DC,CB,DC,BB,CC,CC,CC,AA,BB,BB,CC,BB,DC,DC,CC,FD,DD,CC,2.612
CS-97565,BA,DD,AA,CC,BB,BB,CC,BA,CB,DD,BB,BB,DC,BB,CC,BB,CB,CC,BB,CC,BA,BB,CB,CC,DD,DC,BB,CC,BB,CC,CC,CB,CC,CC,BB,DC,CC,DC,BB,CC,CB,2.607
CS-97566,FD,FD,DD,DC,,DC,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
CS-97567,BB,AA,AA,BA,AA,AA,BA,BA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,BB,BA,BA,BA,BB,AA,BB,AA,BA,AA,AA,AA,BB,BB,BB,AA,3.798
CS-97568,AA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,BB,CC,BA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BA,BB,BA,CC,BA,3.772
CS-97569,BB,AA,BA,BB,AA,AA,AA,AA,AA,BB,AA,CB,BB,BB,BB,BA,AA,BB,BB,AA,AA,BB,BB,BB,CC,BB,BA,CB,BB,BB,AA,BB,BB,BB,AA,BB,AA,CC,BB,BA,BA,3.47
CS-97570,AA,BB,DD,AA,DD,DC,CB,DC,CB,DC,AA,CC,DD,DD,BB,CB,BB,CB,CC,DC,CB,CC,CC,DD,CB,BB,DD,CC,DC,DC,CC,DD,DC,BB,BB,DC,DD,CC,BB,CB,CC,2.193
CS-97571,CC,DD,DD,CC,CC,DC,BB,CC,CC,DC,CB,CC,DC,BB,DC,BB,DC,BB,DC,CC,DC,DD,DD,FD,DC,DC,CC,FD,DC,CC,CC,DD,BA,CC,CB,DD,FD,DC,BB,DD,DC,1.753
